,overall,reviewTime,reviewText
399539,1.0,2006,"Decent looking cover ... serious looking rather than fun, which is okay by me. This is by no means a ""sports"" or heavy activity type clip/cover, though; the cover, which is held closed by a magnet, tends to flop open while I'm mowing the lawn. For normal walking, etc., though, it's more than adequate. I would buy another one if something happened to this one."
399540,1.0,2006,"Awesome case for the Creative Zen Sleek or Sleek Photo. True leather and uses a magnetic button to close. Belt clip swivels to hold the player at a good angle.

makes using my sleek photo far easier on the go!!

highly recommended!"
399557,1.0,2006,"My boys saw the movie, ""Cars"" when we celebrated their dad's birthday. It was their very first movie at the movie theatre and they just loved it!

These underpants are a big hit with them ~~ they wear it every single chance they can and it is comfortable, washes well and the boys just love it!

BTW, the people who I bought these from ~~ they were quick in mailing them out to me and let me tell you, it's nice having mail-ordered underpants wrapped in tissue paper with a sticker to keep it closed. I was able to leave it on the boys' beds as a little gift and they were thrilled! Talk about treating your customers first class! It was great!"
399558,1.0,2006,"My boy is addicted to Cars (the movie) and was toilet training, so finding Cars underwear was a vital step in helping the process along.  These were the first ones I purchased.  I've since found several other pairs with pictures I liked better, but my son is happy as long as he has Lightning McQueen [...]  His only complaint is that the picture is on the back where he can't see it."
399576,-1.0,2006,"The design on this shirt is actually larger than shown, and is all in SILVER SEQUINS, not embroidery. Sequins were not mentioned in the description or discernable from the picture. When I lifted it from the package, several sequins fell off. I was very disappointed."
399617,1.0,2006,"This pocket watch is solely responsible for turning me into a pocket watch collector. All it took was just one look at this exquisitely, beautiful timepiece with it's ""see-through"" dial face which enables you to see the chinese mechanical movement, and I was hooked. This ""retro"" pocket watch embodies the old classic styling of vintage watch designs. It's elegant features include roman numerals on a white dial face and front cover, floral designs covering the entire watch, and 23 karat gold inlay on the front cover. I love the mechanical movement, which is what attracted me to the watch in the first place. The wind-up movement functions quite smoothly and reliably. This pocket watch comes at an affordable price and will make a great gift and heirloom. It's also backed by a lifetime warranty which is unprecedented."
399661,1.0,2006,"I had a hard time finding this style of bag in a size that wasn't massive.  This one is perfect because all I need to carry is my Ipod, wallet, eyedrops and keys.  These things all fit in there very neatly and no one can ask me to carry anything else because there's no extra space.  Pluse it's brown so it goes with everything."
399663,1.0,2006,"This is just really cool!  All my friends are buying one because it doesn't look like a computer bag.  It holds my 17"" perfectly and it is very sleek.  The power cord fits on the bottom so I have it all!"
399672,1.0,2006,"Stocking is a great size to fill for your football fan.  Authentic, great detail and workmanship.  Materials of good quality."
399689,1.0,2006,"Some friends of mine were a little shocked when I decided to spend 65 grand on a pair of ""test"" shoes, but I wanted to get into an elite school so I figured what the heck. I wore these when I took the AP Calculus test and I got a 5! I also wore them when I took the AP Chemistry test and I only got a 4, but that's still pretty good.

Definitely worth it."
399731,1.0,2006,"I bought these for my 2 college daughters.  Nice, girly and they appear to be well made. Lots of room inside for papers, etc."
399958,-1.0,2006,"The way the post on the earring is it is almost impossible to get in ear.  I have had pierced ears for 30 years and this is the first pair I could not get in my ears, and I finally got one in and I couldn't get it closed!!!!  Very disappointed I wanted them!!!!!!  Pam"
399963,-1.0,2006,"First this should not be called a diamond angel charm. There are no diamonds(not even artificial ones) in this pendant. It is just a thin,very small metallic plate in that shape and design. The glow of diamonds they show in the image is only to attract people. The actual pendant is much much smaller than the image they show. I am returning all the jewellery I bought from netaya. The quality of the metal is also not acceptable. I felt I was cheated."
